Parameter,Values
guillot,1.1175839744157638
fanatical,-0.1480823989155109
imrgard,-1.0796406029204544
weasel,-0.23234274253325182
branded,0.3066537581994364
matures,-1.5904662266864449
barsat,-0.6741754948122907
implausibility,0.42443679385581845
cobble,0.018971685747654732
bohl,-1.0796406029204544
instinctive,0.018971685747654732
benchpress,-0.6741754948122907
demeanor,-0.22615077228533131
bastketball,1.1175839744157638
perpetually,-1.5904662266864467
niobe,-0.6741754948122907
bliss,-0.8564970516062456
dinotopia,-0.386493422360509
disappointing,1.3904509610824043
aton,-0.6741754948122907
straitlaced,0.7121188663076001
side,-0.20573314613350746
bloom,-2.283613407246392
offbeatness,-0.6741754948122907
reasserted,0.7121188663076001
scimitar,-0.6741754948122907
tartar,-0.6741754948122907
aung,-1.0796406029204544
dwindled,0.7121188663076001
noyce,-1.0796406029204544
underscoring,-1.0796406029204544
profondo,-1.0796406029204544
disorder,-0.0187686422351927
telehobbie,-0.6741754948122907
sherif,1.1175839744157638
hororr,-0.6741754948122907
unproven,-1.7727877834803998
sturges,-1.2337912827477133
aristocrat,-0.3258688005440753
mcinnes,-0.6741754948122907
lectured,-1.0796406029204544
belen,-1.0796406029204544
faired,1.4052660468675455
overall,-0.11500763521582424
decide,0.44975460184010885
gene,-0.584319165690431
port,-0.8683315092532471
expert,0.046751249854731114
wirey,-0.2041718655665541
nordby,-0.6741754948122907
habitat,-1.5904662266864449
lizbeth,-0.6741754948122907
encroaching,-1.0796406029204544
effecting,0.42443679385581845
doinel,-1.0796406029204544
eyesif,-0.6741754948122907
macliammoir,-0.6741754948122907
richens,-0.6741754948122907
sensualist,0.7121188663076001
horroresque,-1.0796406029204544
criticising,1.1175839744157638
picker,0.018971685747654732
logical,0.34439408618228207
axe,0.5085199110663599
ghod,-0.6741754948122907
whenthe,0.42443679385581845
skimpy,0.8456502589321229
agrees,-0.3048153913462439
decrepit,0.15250307837217747
bison,0.018971685747654732
ambling,1.4052660468675455
american,-0.2525478653067914
ddlj,-1.367322675372236
lobbied,-0.6741754948122907
queer,-0.09881134990872908
slowing,0.3066537581994364
frog,-0.797789450779467
furthering,0.42443679385581845
brody,1.1175839744157638
aeon,2.216196263083873
despot,0.3066537581994364
nemean,0.7121188663076001
apparenlty,-0.6741754948122907
algo,-0.6741754948122907
freebase,0.7121188663076001
crouching,-0.386493422360509
bressonian,-0.6741754948122907
krantz,2.5038783355356546
decibel,0.7121188663076001
delhi,-2.1782528915885653
impertinent,-0.6741754948122907
shelli,-0.6741754948122907
pitfall,-0.7919585304686745
showpiece,1.4052660468675455
conspicious,-0.6741754948122907
peeper,-1.0796406029204544
tavern,0.018971685747654732
dalarna,-0.6741754948122907
silencer,1.6284095981817543
calibur,-1.9269384633076587
pino,-1.6857764064907705
doubt,0.037722235093029965
devinn,-1.367322675372236
jain,-0.6741754948122907
bobo,-0.6741754948122907
alluding,0.42443679385581845
anybody,0.33028536273271314
hillbilly,0.19332507289243317
erik,-0.6741754948122907
geriatric,1.5230490825239276
maclean,-0.3175005508735591
anoscar,-0.6741754948122907
misbehaving,1.4052660468675455
cooter,0.7121188663076001
molester,1.8107311549757092
billing,-0.2041718655665541
kino,0.018971685747654732
howland,0.7121188663076001
dismantle,-1.0796406029204544
hartemink,-0.6741754948122907
fragile,-1.6674272678225748
destructive,0.23028077941486202
remington,-0.6741754948122907
breathtaker,-1.367322675372236
veteran,-0.6096369736747214
wilma,0.018971685747654732
scenewhere,0.7121188663076001
dismayed,-0.1351789940796042
disarray,0.9998009387593818
oi,1.4052660468675455
ajith,-0.6741754948122907
displaces,-0.6741754948122907
blindingly,0.7121188663076001
arzenta,-1.9269384633076587
pulsate,0.42443679385581845
superb,-1.7727877834804016
affirm,1.8107311549757092
blabbermouth,-0.6741754948122907
call,0.40796195665231316
rydstrom,-0.6741754948122907
garbageman,-0.6741754948122907
blunden,-1.0796406029204544
calcifying,-0.6741754948122907
bali,0.35544392236886857
provocing,-0.6741754948122907
timbuktu,-0.6741754948122907
refuted,0.7121188663076001
necessitating,0.7121188663076001
grazzo,-0.6741754948122907
consumable,0.7121188663076001
quida,-0.6741754948122907
cheater,-0.6741754948122907
bourdain,2.6580290153629136
mismatch,0.018971685747654732
serviceman,-0.8973190461264995
label,0.09495759272557613
leechaman,0.7121188663076001
entr,-0.6741754948122907
spotted,-0.23885742355444606
madison,0.15250307837217747
embarked,0.018971685747654732
primeval,-1.5904662266864449
mien,-0.6741754948122907
avg,1.1175839744157638
alladin,-0.6741754948122907
inhibition,-1.5904662266864449
quebec,-0.8564970516062456
hudsom,0.7121188663076001
hysterectomy,0.7121188663076001
glycerin,0.7121188663076001
kanaly,-0.6741754948122907
giant,0.3408717155097776
crinoline,-0.6741754948122907
pike,-0.6741754948122907
jnr,1.2717346542430228
snippers,-0.6741754948122907
looong,0.7121188663076001
constriction,1.4052660468675455
basie,1.1175839744157638
pubic,0.7121188663076001
purgatori,-0.6741754948122907
schlocker,0.7121188663076001
doughy,1.1175839744157638
bagman,1.1175839744157638
airplay,0.018971685747654732
robberyi,0.7121188663076001
aristotle,1.9648818348029682
garrard,-0.6741754948122907
gamers,0.18149061524542986
lesley,0.4889753149933913
poison,0.2573827091926528
rottweiler,1.9648818348029682
supertexts,1.1175839744157638
caterpillar,0.42443679385581845
unachieved,0.7121188663076001
koko,-1.367322675372236
mark,-0.1997175152171753
skarsg,-0.6741754948122907
cursa,1.1175839744157638
unaccredited,-0.6741754948122907
disguise,0.20129324254160785
wolff,-1.367322675372236
nio,-1.367322675372236
spiderman,0.5785874736830774
curiosity,0.1551038600722343
puerto,1.5387974394920665
cast,-0.11149127857185359
fusion,-0.9926292259308251
futzing,-0.6741754948122907
haste,0.018971685747654732
richly,-1.9269384633076587
parricide,1.1175839744157638
agreed,0.7121188663075984
especially,-0.4947407002907278
pillman,-0.6741754948122907
goriness,-1.0796406029204544
centerline,0.7121188663076001
manitoba,0.42443679385581845
tuengerthal,-0.6741754948122907
uncomfirmed,-0.6741754948122907
pandos,-0.6741754948122907
manage,0.14878329726964523
fingaz,2.098413227427491
steeling,-1.0796406029204544
lazier,-0.6741754948122907
substandard,0.7121188663076001
absolutism,1.1175839744157638
chauvinism,0.42443679385581845
unadjusted,-0.6741754948122907
saitn,-0.6741754948122907
deodatto,0.7121188663076001
mathematician,-1.367322675372236
walnut,0.018971685747654732
impulsively,1.8107311549757092
brooked,0.7121188663076001
fastway,-1.367322675372236
creased,-0.6741754948122907
bbca,1.1175839744157638
devji,-0.6741754948122907
rosanna,1.048591102928814
protanganists,-0.6741754948122907
guniea,0.7121188663076001
favelas,-1.5904662266864449
defiance,-1.367322675372236
fests,0.7121188663076001
obedience,-1.367322675372236
denigration,-0.6741754948122907
saccharin,-0.6741754948122907
throwing,0.6136787934943477
tupac,-0.6741754948122907
healthier,1.1175839744157638
ballerina,-0.8283261746395496
cum,-0.2041718655665541
jook,0.7121188663076001
impecunious,-0.6741754948122907
hq,0.018971685747654732
tooooo,-0.6741754948122907
syrinx,0.7121188663076001
mantra,0.6067583506497733
atone,-1.0796406029204544
deity,-0.2041718655665541
campiness,0.3066537581994364
environs,-0.6741754948122907
helin,-0.6741754948122907
whirl,-0.386493422360509
slushy,0.018971685747654732
dauphin,1.1175839744157638
belieived,-0.6741754948122907
brilliantine,-0.6741754948122907
boggled,0.7121188663076001
boyd,-0.8283261746395496
transformer,0.47095680949071195
girlie,-0.49185393801833577
travestite,-0.6741754948122907
dikens,0.7121188663076001
jewish,-0.44740217544750216
tanning,1.1175839744157638
prey,0.6067583506497733
mincemeat,-0.6741754948122907
resides,-0.6000675226585681
rayburn,1.1175839744157638
korngold,-1.0796406029204544
aag,1.9648818348029682
liberate,0.018971685747654732
simplify,0.7121188663076001
flynt,0.7121188663076001
ffw,-0.6741754948122907
norwegian,-0.3175005508735591
comply,-0.6741754948122907
kickin,1.6284095981817543
depot,-0.386493422360509
orville,1.1175839744157638
labour,0.018971685747654732
desecration,1.1175839744157638
weaver,-0.1751843286933017
torn,-1.0224821890805078
decoding,0.018971685747654732
axl,1.4052660468675455
noisier,0.7121188663076001
chappell,0.018971685747654732
clitarissa,0.7121188663076001
swatman,1.1175839744157638
schizophrinic,1.1175839744157638
ankers,-0.6741754948122907
moorhead,0.018971685747654732
shadier,-0.6741754948122907
imitate,0.6251074893179709
energy,-0.09435699955934851
reba,2.5038783355356546
outlined,0.7121188663076001
throughout,-0.07157951794710016
squelching,0.7121188663076001
technobabble,1.6284095981817543
incisive,-1.7727877834803998
katchafire,-0.6741754948122907
malevolent,0.35544392236886857
lars,-1.2803112983826068
illegitimacy,-0.6741754948122907
disintegrate,0.018971685747654732
purity,-0.9618575672640723
entitled,0.11428186555198039
funding,1.8342616523859032
straightheads,1.4052660468675455
whisking,0.018971685747654732
unperceived,1.1175839744157638
mxyzptlk,1.1175839744157638
seti,0.42443679385581845
welding,0.935262417621809
niemann,-0.6741754948122907
brownout,-0.6741754948122907
honeycomb,1.1175839744157638
nonpolitical,-0.6741754948122907
pulsa,-0.6741754948122907
jjl,-0.6741754948122907
continuance,-0.6741754948122907
pseudo,1.2717346542430228
expectation,0.05515134232515706
absolutly,-0.6741754948122907
gage,-1.261962159714411
vacuous,1.1976266820893002
topsoil,-0.6741754948122907
unchangeable,0.7121188663076001
mclagen,-0.6741754948122907
clairborne,-0.6741754948122907
goffin,-1.0796406029204544
latt,1.6284095981817543
krites,0.7121188663076001
mcdonalds,0.6067583506497733
canuck,0.018971685747654732
afican,1.1175839744157638
ould,-1.7727877834803998
persecutor,0.018971685747654732
necessary,-0.3443478009097465
jama,-0.6741754948122907
preaches,0.7121188663076001
overcritical,-0.6741754948122907
stillmeadow,-1.367322675372236
nee,-0.6741754948122907
meena,-2.2836134072463903
cudddles,-0.6741754948122907
impelled,-0.6741754948122907
interlinked,0.018971685747654732
sparring,-2.2836134072463903
dishonest,0.018971685747654732
loggerhead,1.8107311549757092
achieves,-0.936539759279782
mumblecore,1.1175839744157638
eurasian,-1.2337912827477133
chamberland,-0.6741754948122907
rebeling,0.7121188663076001
credential,0.15250307837217747
eduh,-0.6741754948122907
unvarnished,1.8107311549757092
guitar,-0.03818672809229362
tingled,-0.6741754948122907
gleefulness,0.7121188663076001
niagara,0.018971685747654732
provider,1.2717346542430228
feministic,1.9648818348029682
ubiquitously,1.1175839744157638
shmeared,-0.6741754948122907
haggard,0.18602577041082036
gruschenka,0.7121188663076001
holdall,-0.6741754948122907
branscombe,0.7121188663076001
shekar,-0.6741754948122907
villedo,-0.6741754948122907
alfrie,-0.6741754948122907
matuschek,-2.0604698559321815
mendiz,-0.6741754948122907
materiel,2.098413227427491
satna,1.1175839744157638
gokhale,0.7121188663076001
neighboring,0.3066537581994364
range,-0.48080410183175104
evaporate,0.018971685747654732
burgundians,-1.367322675372236
saidthat,-0.6741754948122907
bound,-0.43726574773393345
seem,0.2240502296642246
sanitised,-0.386493422360509
unnoticeable,0.42443679385581845
bromwich,-0.6741754948122907
spacey,0.6565490151527893
unfulfilling,0.7121188663076001
egypt,-0.1351789940796042
sashaying,1.1175839744157638
philly,-0.386493422360509
steadham,-0.6741754948122907
warily,-0.6741754948122907
collinwood,-1.7727877834803998
getz,0.7121188663076001
patted,0.7121188663076001
flosi,-0.6741754948122907
shining,-0.14229646184846878
aback,-2.0604698559321815
gavan,-1.0796406029204544
brogue,-1.2337912827477133
enforces,-1.367322675372236
scofield,0.7121188663076001
silberman,-1.0796406029204544
autonomy,-1.0796406029204544
pigment,1.1175839744157638
syd,-1.367322675372236
bestiality,0.42443679385581845
abounded,-0.6741754948122907
jeeder,0.7121188663076001
kusama,0.018971685747654732
pookie,0.7121188663076001
phobic,-1.367322675372236
transfuses,-0.6741754948122907
nkrumah,-0.6741754948122907
stoning,-1.0796406029204544
hua,-1.7727877834803998
disfigured,0.281335950215146
accomidations,0.7121188663076001
shaquille,1.1175839744157638
blehhh,1.1175839744157638
jacqueline,0.3374254168661892
sanctioned,0.5785874736830774
alain,-1.1706123811261815
tumbler,-0.6741754948122907
everyway,-0.6741754948122907
aots,-0.6741754948122907
cashen,0.7121188663076001
valance,-1.5904662266864449
prominence,-0.9618575672640723
pond,-0.46653613003404537
tussle,-0.6741754948122907
pinnock,0.7121188663076001
hey,0.4830522966902677
pi,0.9634332945885049
cinematic,0.11322422399384457
bandekarnote,-0.6741754948122907
anatole,-1.0796406029204544
dodson,0.42443679385581845
cocktail,0.5579681864803412
cumming,0.12433220140547974
histoire,-0.6741754948122907
unfurls,-0.6741754948122907
iwuetdid,-0.6741754948122907
oregonian,-0.6741754948122907
stereotyped,0.18602577041082036
depicts,-0.8730263535574547
columbo,-1.1893395201768797
acceded,-0.6741754948122907
gunship,-0.6741754948122907
molecule,-0.386493422360509
bluescreen,0.7121188663076001
gt,-0.6741754948122907
itf,-0.6741754948122907
marshmallow,0.7121188663076001
hoenack,1.1175839744157638
transyl,-0.6741754948122907
hautecourt,-0.6741754948122907
hereby,0.935262417621809
seed,0.6380108941538776
melon,-0.6741754948122907
rashly,-0.6741754948122907
tribesman,-0.386493422360509
cuddle,-1.2337912827477133
rocque,-0.6741754948122907
shorn,1.4052660468675455
ponytail,0.018971685747654732
law,-0.09497257360156297
underdog,0.3554439223688668
successful,-0.09198538483832941
wiggling,0.7121188663076001
meditation,0.08796455723460461
littlefield,-1.5904662266864449
pheeeuuuh,0.7121188663076001
generality,-1.0796406029204544
oscarcrap,-0.6741754948122907
bandekartrivia,-0.6741754948122907
grover,1.2717346542430228
colombian,-2.0604698559321815
madonna,-0.8375005509155908
twadd,1.1175839744157638
y,-1.4851057110286199
banknote,-0.6741754948122907
zeffirelli,0.018971685747654732
spellbook,-1.0796406029204544
referee,-0.23234274253325182
beanstalk,0.018971685747654732
businessman,-1.1261606185553479
risk,-0.34875309437766333
honour,-0.025480076823178877
deprives,0.935262417621809
cooder,0.42443679385581845
ditchburn,-0.6741754948122907
inimitably,-0.6741754948122907
dieter,-2.9254672934187855
lineman,0.7121188663076001
neilsen,0.42443679385581845
monocle,-0.6741754948122907
vvl,-0.6741754948122907
gloating,-0.6741754948122907
heaviest,0.42443679385581845
howled,-0.6741754948122907
retaliate,0.018971685747654732
contraproductive,0.7121188663076001
fleur,-1.0796406029204544
dimtri,1.1175839744157638
eased,0.42443679385581845
plagued,0.30665375819943463
justly,0.2196423812098054
byrd,0.018971685747654732
disappearing,0.08796455723460461
funhouse,-2.0604698559321815
toenail,1.4052660468675455
garbled,0.42443679385581845
plant,-0.30771254450739427
installment,-0.24339257871983655
roddy,0.7121188663076001
gabbing,1.4052660468675455
humpback,-0.6741754948122907
norwich,-0.6741754948122907
kampung,-1.0796406029204544
nadija,0.7121188663076001
hang,0.26621278864092446
plasticized,0.42443679385581845
applicant,0.7121188663076001
marat,1.1175839744157638
amateurishness,1.9648818348029682
compulsory,-0.6741754948122907
resi,-0.6741754948122907
machomovie,-0.6741754948122907
sigfried,0.7121188663076001
sweey,0.7121188663076001
freestyle,-1.0796406029204544
britpop,0.7121188663076001
amar,-2.5459776717138816
cataclysmic,-1.0796406029204544
lardass,-0.6741754948122907
pda,0.7121188663076001
photoplay,-0.6741754948122907
molested,1.6284095981817543
stipulates,-0.6741754948122907
mustapha,-0.6741754948122907
deepstar,0.7121188663076001
dirt,0.5297973095136452
begbie,-0.6741754948122907
alcoholism,-1.5391729322988947
savoured,-1.367322675372236
tricking,-0.386493422360509
profusely,0.3066537581994364
ibbs,-0.6741754948122907
ooka,-1.5904662266864449
limbed,0.018971685747654732
legros,-0.6741754948122907
almodavar,0.7121188663076001
scrubber,0.7121188663076001
sheldon,0.018971685747654732
cogitate,-0.6741754948122907
insipidly,1.8107311549757092
flier,0.9744831307750914
moviewell,1.1175839744157638
daimler,-0.6741754948122907
hindrance,-0.386493422360509
destabalizes,-0.6741754948122907
bub,-1.0796406029204544
extinguished,0.7121188663076001
millard,-1.5904662266864449
sorority,0.498544766009541
aerobicide,1.4052660468675455
comforting,-1.4473653830457724
col,-1.6857764064907705
fleming,-0.5563924591559086
ari,1.6284095981817543
topsy,-1.0796406029204544
devenish,-0.6741754948122907
taggert,0.7121188663076001
akhenaton,-1.9269384633076587
danova,-0.6741754948122907
spaghetti,0.043664298338025986
stratified,-1.0796406029204544
improv,0.5579681864803412
unwinds,-0.6741754948122907
dushman,1.1175839744157638
scaring,0.8074290461119258
arouser,-0.6741754948122907
archaeological,1.9648818348029682
indignity,-0.49185393801833577
responsibly,0.018971685747654732
slathered,0.7121188663076001
kostner,1.4052660468675455
chaplinesque,1.4052660468675455
michell,-0.6741754948122907
harlequin,0.42443679385581845
buschemi,-0.6741754948122907
ceremoniously,-0.6741754948122907
tiring,0.7609090304770323
dessin,-0.6741754948122907
thesupporting,0.7121188663076001
riviere,1.1175839744157638
wilbur,0.018971685747654732
bgmusic,-0.6741754948122907
neapolitan,0.7121188663076001
genus,-1.0796406029204544
knightley,-1.3355739770576545
stepford,0.15250307837217747
viciously,0.17312236557491367
hatley,-0.6741754948122907
standed,0.7121188663076001
enyclopedia,1.1175839744157638
trainor,1.9648818348029682
archetypal,-0.4330134379954025
troubador,0.7121188663076001
ability,-0.15614695875224172
lewnes,0.7121188663076001
colonne,1.4052660468675455
nibelung,-1.367322675372236
suckling,-0.6741754948122907
saragossa,-0.6741754948122907
henessey,-0.6741754948122907
luxurious,-0.1351789940796042
coulda,-0.386493422360509
majesty,-1.1850011185782812
longeria,-0.6741754948122907
dunnit,-1.367322675372236
splaying,-0.6741754948122907
chopper,0.9062748807485566
parris,-1.5904662266864449
utd,-0.6741754948122907
mymovies,-1.367322675372236
frustrating,0.41101377352367763
debased,0.018971685747654732
islamicist,0.7121188663076001
awaited,-0.16334987104630017
illegally,0.5785874736830774
cline,0.018971685747654732
asner,1.6284095981817543
amazes,-0.386493422360509
breats,0.7121188663076001
virologist,0.7121188663076001
arson,0.42443679385581845
afterlives,-0.6741754948122907
silly,0.9165518767089846
darryl,-0.5871641178226614
imposes,0.42443679385581845
cooked,-0.8973190461264995
tempts,0.018971685747654732
disneyland,0.7121188663076001
bixby,0.018971685747654732
repression,-1.2337912827477133
waterbabies,-1.0796406029204544
sawtooth,1.1175839744157638
dismally,-0.386493422360509
plastering,-0.6741754948122907
cynical,-0.40754683155834215
annoys,0.9572413243405844
strock,1.1175839744157638
grandest,-1.5904662266864449
boil,0.26013374256454114
shampoo,-0.386493422360509
badness,1.916091670633536
untethered,-0.6741754948122907
phenix,-1.367322675372236
easel,1.1175839744157638
drunkenness,-0.6741754948122907
vexation,-0.6741754948122907
bagg,-0.6741754948122907
lipper,-0.6741754948122907
antebellum,-0.6741754948122907
elmore,0.7121188663076001
quran,1.6284095981817543
gusset,1.1175839744157638
spud,1.1175839744157638
lousia,1.6284095981817543
sedona,-0.6741754948122907
siouxie,-0.6741754948122907
baliban,-0.6741754948122907
poloni,-0.6741754948122907
utilizing,0.20129324254160963
howzat,-0.6741754948122907
flabbier,-1.0796406029204544
movieyup,0.7121188663076001
chat,-0.5200248149850317
respective,-0.9926292259308251
shigeru,0.42443679385581845
christian,0.861963834423646
lobster,-0.386493422360509
wishlist,-1.0796406029204544
fitting,-0.3590944481723959
insubstantial,-0.6741754948122907
narratively,1.6284095981817543
dudley,-0.3175005508735591
rangeela,1.1175839744157638
collectively,-1.367322675372236
dramatise,-1.0796406029204544
collectible,0.018971685747654732
coax,0.3066537581994364
chiba,-0.386493422360509
investor,1.8107311549757092
fashion,0.11806258839188644
lamotta,0.7121188663076001
friendless,0.018971685747654732
ajikko,-0.6741754948122907
witnessed,0.2702861140285613
bjarne,-0.26871038670412695
swedish,-0.23480883502844563
valderama,-1.0796406029204544
invasive,0.018971685747654732
rewinded,1.4052660468675455
saatchi,-0.6741754948122907
anappropriate,0.7121188663076001
backtracks,0.7121188663076001
chance,-0.34164285619515855
regressing,0.7121188663076001
seg,-0.6741754948122907
ruzowillzky,-0.6741754948122907
fracture,0.7121188663076001
bodycount,1.4052660468675455
maerose,1.4052660468675455
hitcher,1.1175839744157638
lynchianism,-0.6741754948122907
dissimilar,-0.6741754948122907
labeouf,-2.0604698559321815
caligari,-2.0604698559321815
xpw,0.7121188663076001
colubian,-0.6741754948122907
hye,-2.2836134072463903
riverbed,-0.6741754948122907
tuohy,-0.6741754948122907
spendthrift,-0.6741754948122907
burned,0.49505436106977285
schloss,-1.0796406029204544
sacking,0.7121188663076001
ferrini,-0.6741754948122907
thudding,0.018971685747654732
cinematographer,-0.3557217636937562
beack,0.7121188663076001
rasmusser,0.7121188663076001
ailes,-0.6741754948122907
complies,-0.6741754948122907
montenegro,0.7121188663076001
garafolo,-1.0796406029204544
previewshave,0.7121188663076001
mckeon,0.7121188663076001
pieter,0.42443679385581845
haaa,0.7121188663076001
radditz,-0.6741754948122907
leakage,-0.6741754948122907
andes,-0.6741754948122907
gon,-0.6741754948122907
physician,-0.6170170809723423
zir,1.1175839744157638
angora,-0.6741754948122907
ieuan,0.7121188663076001
evasion,0.018971685747654732
aulin,0.7121188663076001
hornet,0.42443679385581845
rome,1.2068151081437062
commonwealth,-1.7727877834803998
tethered,-0.6741754948122907
maratonci,-0.6741754948122907
assasain,-0.6741754948122907
heche,2.7270218868498635
decimate,0.018971685747654732
communicates,0.24211523706186355
custer,-4.024079582086895
docter,-0.6741754948122907
wonderbook,-0.6741754948122907
tatie,1.4052660468675455
biplane,0.42443679385581845
endgame,-0.6741754948122907
guillaume,-1.367322675372236
steenbergen,1.1175839744157638
boredomthe,0.7121188663076001
agriculture,-0.6741754948122907
rewind,0.47095680949071195
theoscarsblog,-0.6741754948122907
kc,-0.49185393801833577
monterone,1.1175839744157638
mew,1.1175839744157638
thatwtf,0.7121188663076001
shimmeringly,0.018971685747654732
shrouding,-0.6741754948122907
crossbones,-0.6741754948122907
cartoonishness,1.4052660468675455
accused,-0.386493422360509
andaz,-2.2836134072463903
joint,0.33262924460269616
bci,-0.6741754948122907
ouedraogo,-1.367322675372236
detestably,0.7121188663076001
raitt,-0.6741754948122907
novelistic,-0.6741754948122907
hail,-0.29948204537087975
hitchhikes,0.018971685747654732
mekum,-0.6741754948122907
collins,-0.7694856746166163
langley,0.42443679385581845
prue,-3.6445899603819925
hated,0.83290040496024
igai,-0.6741754948122907
unearth,-0.6741754948122907
renaissance,-0.6741754948122907
seiner,-0.6741754948122907
squirmed,1.4052660468675455
sciatica,-0.6741754948122907
japanese,-0.3945127115271312
comity,-0.6741754948122907
ripping,0.8174793819654251
reckless,-0.3377032581910768
mufasa,-0.6741754948122907
corben,-0.6741754948122907
qld,-0.6741754948122907
chickened,-0.6741754948122907
berseker,0.7121188663076001
mob,-0.24339257871983655
divine,-0.7001509812155522
ayone,-0.6741754948122907
fondo,-0.6741754948122907
minimize,-0.386493422360509
vertido,1.1175839744157638
cbgbomfug,0.7121188663076001
tatooine,0.018971685747654732
soooooooo,1.1175839744157638
manfred,-1.5904662266864449
frosting,0.42443679385581845
carnivorous,1.4052660468675455
tied,-0.06655048769050786
guffawed,1.1175839744157638
analog,-1.0796406029204544
pledging,-0.6741754948122907
radner,0.7121188663076001
suppose,0.6520149422378942
mikels,1.1175839744157638
underwritten,1.6771997623511865
reisner,-1.0796406029204544
torah,-0.6741754948122907
participated,0.18602577041082036
asda,-0.6741754948122907
sledge,2.098413227427491
implacable,-1.367322675372236
understanding,-0.2895011563732002
bath,0.40463416655964046
hanger,0.2196423812098054
lobe,0.018971685747654732
overzealous,-0.114559706876868
kevlar,0.7121188663076001
misguised,0.7121188663076001
peckett,-0.6741754948122907
hardens,-0.6741754948122907
suave,-0.8283261746395496
okerland,1.1175839744157638
recalling,-0.38649342236051076
kyle,-1.9269384633076587
austrailian,0.018971685747654732
dussolier,-1.367322675372236
renunciation,-0.6741754948122907
collosus,-0.6741754948122907
firestarter,1.6284095981817543
micheal,0.7844395278872263
jarndyce,-0.49185393801833577
hat,-0.17164867386099658
menephta,0.7121188663076001
responsive,-1.7727877834803998
moskowitz,-1.5904662266864449
retrieving,-1.0796406029204544
reccoemnd,1.1175839744157638
jukebox,0.3066537581994364
coltraine,1.1175839744157638
synthesizer,0.78111173779455
bakhtiari,1.2717346542430228
twitch,0.7121188663076001
oooppps,1.1175839744157638
espn,1.2717346542430228
homer,-1.0341782288436985
moodiness,-1.9269384633076587
mollified,-0.6741754948122907
shrublands,-1.0796406029204544
alheimsins,-1.0796406029204544
ziegfield,-0.6741754948122907
wa,-0.6741754948122907
mykelti,1.1175839744157638
iffy,-1.0796406029204544
tallest,0.018971685747654732
cocktry,0.7121188663076001
pota,2.583921043209191
tempted,0.7121188663075984
publishist,-0.6741754948122907
glacial,0.3066537581994364
waspy,0.018971685747654732
janos,-1.9269384633076587
confidential,0.935262417621809
danky,1.1175839744157638
koga,-0.6741754948122907
makepeace,-1.2337912827477133
wiring,0.935262417621809
tide,-0.8283261746395496
asumi,0.7121188663076001
hashmi,1.6284095981817543
succesfully,-0.6741754948122907
uncredited,-0.3640205665084526
cadieux,1.1175839744157638
oldboy,0.549599936809825
puckett,0.018971685747654732
memo,-0.386493422360509
conflicting,-1.7727877834803998
repressing,-0.6741754948122907
clog,-0.6741754948122907
cavil,-1.0796406029204544
dorthy,-0.6741754948122907
surrealism,-0.22219037106923345
clack,-0.386493422360509
foch,-0.26871038670412695
committee,0.34439408618228207
clergyman,0.5297973095136452
troupe,-0.5275720206204149
disband,0.42443679385581845
personalized,-1.0796406029204544
begotten,-2.9767605878063357
among,-0.49185393801833577
welt,0.42443679385581845
gazarra,0.018971685747654732
samba,1.6284095981817543
tamilyn,-0.6741754948122907
action,0.008005160488860241
shaker,0.7121188663076001
ware,-0.6741754948122907
ubuweb,0.7121188663076001
mainstay,0.42443679385581845
kaiser,0.42443679385581845
hubby,1.1716511956860405
inculcate,0.7121188663076001
median,-0.6741754948122907
duffle,0.7121188663076001
snack,1.5450279892427048
releasing,0.018971685747652955
entendres,-0.6741754948122907
emission,0.018971685747654732
excelled,-0.386493422360509
oncoming,0.018971685747654732
dote,0.42443679385581845
runestone,-0.6741754948122907
vocalise,1.1175839744157638
prokiev,-0.6741754948122907
faceless,-0.3175005508735591
filmloving,-0.6741754948122907
banishes,-0.6741754948122907
menacingly,0.018971685747654732
convention,-0.26326078193656066
shaft,-0.8283261746395496
degeneracy,1.4052660468675455
reischl,-1.367322675372236
awhole,-0.6741754948122907
evidenced,0.35544392236886857
ist,-0.49185393801833577
consists,0.8624010693569382
everlasting,-0.6741754948122907
hexploitation,-0.6741754948122907
prepared,-0.2359205638811357
dimitry,0.7121188663076001
elephantine,0.7121188663076001
traviata,1.1175839744157638
deny,-0.3557217636937562
dierdre,1.1175839744157638
hipotetic,-0.6741754948122907
clifford,-0.16334987104630017
emilie,-1.5904662266864449
hooked,-0.9143166224950718
kalifornia,-2.9767605878063357
ticotin,-1.367322675372236
yevgeni,-0.6741754948122907
cyrano,-1.0796406029204544
claudette,-1.5904662266864449
problematical,-0.6741754948122907
ridiculous,1.475224635474456
bail,0.018971685747654732
nameable,-0.6741754948122907
godavari,-0.6741754948122907
contextualize,-0.6741754948122907
affectation,-0.386493422360509
precise,-1.70379491199345
coasty,1.1175839744157638
quits,0.42443679385581845
initiate,0.018971685747654732
frontman,-1.367322675372236
spielbergsome,0.7121188663076001
cau,-0.6741754948122907
roshomon,-0.6741754948122907
hollyood,-0.6741754948122907
reminded,-0.2104024153171924
bremer,-0.6741754948122907
sma,1.1175839744157638
overshadows,-1.367322675372236
dolorous,-0.6741754948122907
escaped,0.0917310400300817
fishburne,-0.48001948037133424
earthquake,1.0175005158587815
mailman,0.3066537581994364
wooing,-1.0796406029204562
oompah,1.6284095981817543
kazihiro,-1.7727877834803998
uneasy,0.15250307837217747
fungicide,1.6284095981817543
